product,rate_mfn,rate_applied,tariff_lines,is_traded
"381231 - Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",0,0,1,No
381239 - Other,0,0,1,Yes
381300 - Fire-extinguishers; preparations and charges and charged fire-extinguishing grenades,0,0,1,Yes
"381511 - Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with nickel or nickel compounds as the active substance, n.e.s. or included",0,0,1,Yes
"381512 - Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with precious metal or precious metal compounds as the active substance, n.e.s. or included",0,0,1,Yes
"381519 - Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with an active substance other than nickel or precious metals or their compounds, n.e.s. or included",0,0,1,Yes
"381590 - Reaction initiators, reaction accelerators and catalytic preparations, unsupported, n.e.s. or included",0,0,1,Yes
"381700 - Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 2707 or 2902",0,0,1,Yes
"381800 - Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",0,0,1,Yes
"381900 - Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",0,0,1,Yes
382000 - Anti-freezing preparations and prepared de-icing fluids,0,0,1,Yes
"382100 - Culture media, prepared; for development of micro-organisms",0,0,2,Yes
382410 - Prepared binders for foundry moulds or cores,0,0,1,Yes
382430 - Non-agglomerated metal carbides mixed together or with metallic binders,0,0,1,No
"382440 - Prepared additives for cements, mortars or concretes",0,0,1,Yes
382450 - Non-refractory mortars and concretes,0,0,1,No
382460 - Sorbitol other than that of subheading 290544,0,0,1,Yes
382481 - Containing oxirane (ethylene oxide),0,0,1,Yes
"382482 - Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",0,0,1,Yes
"382483 - Containing tris(2,3-dibromopropyl) phosphate",0,0,1,No
"382484 - Containing aldrin (ISO), camphechlor (ISO) (toxaphene), chlordane (ISO), chlordecone (ISO), DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane), dieldrin (ISO, INN), endosulfan (ISO), endrin (ISO), heptachlor (ISO) or mirex (IS",0,0,1,No
"382485 - Containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,1,Yes
382486 - Containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO),0,0,1,No
"382487 - Containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride",0,0,1,No
"382488 - Containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,1,No
"382491 - Mixtures and preparations consisting mainly of (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0,0,1,Yes
382510 - Municipal waste,0,0,1,No
382520 - Sewage sludge,0,0,1,No
382530 - Clinical waste,0,0,2,Yes
382541 - Halogenated,0,0,1,No
382549 - Other,0,0,1,No
"382550 - Wastes of metal-pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids",0,0,1,No
382561 - Mainly containing organic constituents,0,0,1,Yes
382569 - Other,0,0,1,No
382590 - Other,0,0,1,No
"382600 - Biodiesel and mixtures thereof, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals",0,0,6,No
"390130 - Ethylene polymers; in primary forms, ethylene-vinyl acetate copolymers",0,0,1,Yes
"390140 - Ethylene-alpha-olefins copolymers, having a specific gravity of less than 0,94",0,0,1,Yes
"390190 - Ethylene polymers; in primary forms, n.e.s. in heading no. 3901",0,0,2,Yes
"390220 - Propylene, other olefin polymers; polyisobutylene in primary forms",0,0,1,Yes
"390290 - Propylene, other olefin polymers; n.e.s. in heading no. 3902, in primary forms",0,0,2,Yes
"390311 - Styrene polymers; expansible polystyrene, in primary forms",0,0,2,Yes
"390319 - Styrene polymers; (other than expansible polystyrene), in primary forms",0,0,3,Yes
"390430 - Vinyl chloride, other halogenated olefin polymers; vinyl chloride-vinyl acetate copolymers, in primary forms",0,0,3,No
"390440 - Vinyl chloride, other halogenated olefin polymers; vinyl chloride copolymers, in primary forms n.e.s. in heading no. 3904",0,0,3,Yes
"390461 - Halogenated olefin polymers; fluoro-polymers, polytetrafluoroethylene, in primary forms",0,0,3,Yes
"390469 - Halogenated olefin polymers; fluoro-polymers (other than polytetrafluoroethylene), in primary forms",0,0,4,Yes
"390490 - Vinyl chloride, other halogenated olefin polymers; n.e.s. in heading no. 3904",0,0,4,Yes
"390519 - Vinyl acetate polymers; (other than in aqueous dispersion), in primary forms",0,0,2,Yes
390529 - Other,0,0,1,Yes
390599 - Other,0,0,3,Yes
390710 - Polyacetals; in primary forms,0,0,1,Yes
390730 - Epoxide resins; in primary forms,0,0,3,Yes
390740 - Polycarbonates; in primary forms,0,0,1,Yes
"390810 - Polyamides; polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",0,0,2,Yes
"390890 - Polyamides; n.e.s. in heading no. 3908, in primary forms",0,0,1,Yes
"390910 - Amino-resins; urea and thiourea resins, in primary forms",0,0,2,Yes
"390920 - Amino-resins; melamine resins, in primary forms",0,0,2,Yes
"390931 - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",0,0,2,Yes
390940 - Phenolic resins; in primary forms,0,0,2,Yes
390950 - Polyurethanes; in primary forms,0,0,1,Yes
391000 - Silicones; in primary forms,0,0,2,Yes
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes; in primary forms",0,0,1,Yes
"391190 - Polysulphides, polysulphones and similar products of chemical synthesis n.e.s. in chapter 39; in primary forms",0,0,1,Yes
"391211 - Cellulose acetates; non-plasticised, in primary forms",0,0,1,Yes
"391212 - Cellulose acetates; plasticised, in primary forms",0,0,1,No
391220 - Cellulose nitrates (including collodions); in primary forms,0,0,4,Yes
"391231 - Cellulose ethers; carboxymethylcellulose and its salts, in primary forms",0,0,1,Yes
"391239 - Cellulose ethers; (other than carboxymethylcellulose and its salts), in primary forms",0,0,1,Yes
"391290 - Cellulose and its chemical derivatives; n.e.s. in item no. 3912, in primary forms",0,0,2,Yes
"391310 - Polymers, natural; alginic acid, its salts and esters, in primary forms",0,0,1,Yes
"391400 - Ion-exchangers; based on polymers of heading no. 3901 to 3913, in primary forms",0,0,1,Yes
"392630 - Plastics; fittings for furniture, coachwork or the like",0,0,1,Yes
"400110 - Rubber; natural rubber latex, whether or not pre-vulcanised, in primary forms or in plates, sheets or strip",0,0,4,No
"400121 - Rubber; natural (excluding latex), in smoked sheets",0,0,6,No
"400122 - Rubber; technically specified natural rubber (TSNR), in primary forms or in plates, sheets or strip (excluding latex and smoked sheets)",0,0,7,Yes
"400129 - Rubber; natural (excluding latex, technically specified natural rubber and smoked sheets), in primary forms or in plates, sheets or strip",0,0,10,No
"400130 - Balata, gutta-percha, guayule, chicle and similar natural gums; in primary forms or in plates, sheets or strip",0,0,2,No
"400211 - Rubber; synthetic, styrene-butadiene rubber (SBR) and carboxylated styrene-butadiene rubber (XSBR) latex, in primary forms or in plates, sheets or strip",0,0,1,Yes
"400241 - Rubber; synthetic, chloroprene (chlorobutadiene) rubber (CR), latex, in primary forms or in plates, sheets or strip",0,0,1,Yes
"400251 - Rubber; synthetic, acrylonitrile-butadiene rubber (NBR), latex, in primary forms or in plates, sheets or strip",0,0,1,Yes
"400291 - Rubber; n.e.s. in chapter 40, latex, in primary forms or in plates, sheets or strip",0,0,1,Yes
"401519 - Rubber; vulcanised (other than hard rubber), gloves other than surgical gloves",0,0,2,Yes
"410120 - Whole hides and skins, unsplit, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0,0,1,No
"410150 - Whole hides and skins, of a weight exceeding 16 kg",0,0,1,No
"410190 - Other, including butts, bends and bellies",0,0,2,No
"410210 - Skins; raw, of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), with wool on",0,0,1,No
"410221 - Skins; raw, of sheep or lambs, pickled (but not tanned, parchment-dressed or further preserved), without wool on",0,0,1,Yes
"410229 - Skins; raw, of sheep or lambs, fresh or salted, dried, limed or otherwise preserved other than by pickling, (but not tanned, parchment-dressed or further preserved), without wool on",0,0,1,No
"410320 - Hides and skins; raw, of reptiles (fresh or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split",0,0,1,Yes
410330 - Of swine,0,0,1,No
"410390 - Hides and skins; raw, of animals n.e.s. in this chapter, fresh, salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), whether or not dehaired or split (not furskins)",0,0,1,No
"410411 - Full grains, unsplit; grain splits",0,0,2,No
410419 - Other,0,0,1,No
"410441 - Full grains, unsplit; grain splits",0,0,1,No
410449 - Other,0,0,1,No
410510 - In the wet state (including wet-blue),0,0,1,No
410530 - In the dry state (crust),0,0,1,No
410621 - In the wet state (including wet-blue),0,0,1,No
410622 - In the dry state (crust),0,0,1,No
410640 - Of reptiles,0,0,1,No
410691 - In the wet state (including wet-blue),0,0,1,No
410692 - In the dry state (crust),0,0,1,No
"410711 - Full grains, unsplit",0,0,1,Yes
410712 - Grain splits,0,0,1,Yes
410719 - Other,0,0,1,Yes
"410791 - Full grains, unsplit",0,0,1,No
410792 - Grain splits,0,0,1,No
410799 - Other,0,0,1,Yes
"411200 - Leather further prepared after tanning or crusting, including parchment-dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 4114",0,0,1,No
411310 - Of goats or kids,0,0,1,No
411330 - Of reptiles,0,0,1,No
411390 - Other,0,0,1,Yes
411410 - Chamois (including combination chamois) leather,0,0,1,No
411420 - Patent leather and patent laminated leather; metallised leather,0,0,1,No
"411510 - Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls",0,0,1,Yes
"411520 - Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",0,0,1,No
"420100 - Saddlery and harness; for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any materials",0,0,1,Yes
"420211 - Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of leather, of composition leather or of patent leather",0,0,2,Yes
"420212 - Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of plastics or of textile materials",0,0,4,Yes
"420219 - Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of vulcanised fibre or of paperboard",0,0,2,Yes
"420221 - Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather, of composition leather or of patent leather",0,0,1,Yes
"420222 - Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of plastic sheeting or of textile materials",0,0,2,Yes
"420229 - Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of vulcanised fibre or of paperboard",0,0,1,Yes
"420231 - Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of leather or composition leather or of patent leather",0,0,1,Yes
"420232 - Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials",0,0,1,Yes
"420239 - Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of vulcanised fibre or paperboard",0,0,1,Yes
"420291 - Cases and containers; with outer surface of leather, of composition leather or of patent leather, n.e.s. in heading no. 4202",0,0,3,Yes
"420292 - Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.s. in heading no. 4202",0,0,3,Yes
"420299 - Cases and containers; with outer surface of vulcanised fibre or paperboard, n.e.s. in heading no. 4202",0,0,2,Yes
"420310 - Apparel; articles of apparel, of leather or of composition leather",0,0,1,Yes
"420321 - Clothing accessories; gloves, mittens and mitts, specially designed for use in sports, of leather or composition leather, padded",0,0,2,Yes
"420329 - Clothing accessories; gloves, mittens and mitts, n.e.s. in heading no. 4203, of leather or composition leather, not specially designed for use in sports",0,0,2,Yes
"420330 - Clothing accessories; belts and bandoliers, of leather or of composition leather",0,0,1,Yes
